id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
44518,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals
36138,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Zoom Hyperenforcer White Sports Shoes
36904,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch JR1353
8120,Men,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Men Black Belt
7954,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Knit Polo Mazarine Blue Polo T-shirt
7168,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Blue White Shirt
13871,Men,Apparel,Topwear,Shirts,Beige,Fall,2011.0,Casual,Scullers Men Stripes Beige Shirts
28230,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Playboy Men Ibiza Deo
15527,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Scribble White Tshirts
21712,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Watch ME1099
45257,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Edifice Men Silver Analogue Watches (ED446) EF-131D-7AVDF
10869,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Fly The Wind White T-Shirts
53332,Men,Apparel,Innerwear,Boxers,Multi,Summer,2016.0,Casual,Smugglerz Men Multi coloured Check Boxers
24260,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes
2287,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Nike Men White T-shirt
18238,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt
26537,Men,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,ID Men Blue Shoes
3355,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Need for speed Black T-shirt
31580,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Mark Taylor Men Printed Navy Blue T-shirt
17270,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Black Polo Tshirt
6627,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,ADIDAS Men's Morin Black Shoe
22197,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes
43392,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lino Perros Men Brown Wallet
18836,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,Peter England Men Classic Black Belt
17042,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2013.0,Sports,GAS Men Grey Skate 002 Shoes
23277,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Maxima Ssteele Men Blue Watch
51657,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fossil Men Blue Chronograph Watch CH2694
16190,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011.0,Sports,Puma Men Heroes Navy Blue Jackets
4342,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Fila Men's Phoenix Black White Shoe
5290,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Lee Cooper Men Black Shoe
40517,Men,Accessories,Watches,Watches,Cream,Winter,2016.0,Casual,Titan Men Cream Dial Watch
24052,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue T-shirt
10267,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Clarks Men Rocco Fuse Black Leather Black Casual Shoes
3503,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Spring,2013.0,Casual,ADIDAS Men Navy Blue Sandals
9039,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2011.0,Formal,Buckaroo Men Victor Black Formal Shoes
12968,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Allegra White Sports Shoes
9805,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Black Checks Shirts
17426,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO Edifice Men White Dial Watch ED309
53564,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch
39987,Men,Footwear,Shoes,Casual Shoes,Blue,Spring,2013.0,Casual,Gas Men Europa Blue Shoes
40173,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Black Polarized Sporty Wrap Sunglasses
32553,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,Playboy Men Brown Shoes
52684,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Morellato Men Silver Dial Watch
21376,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Manchester United Men Printed Green T-shirt
4514,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men's Tarun White Navy Silver Red Shoe
45633,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Park Avenue Men Navy Blue Swank Brief
10431,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Flying Machine Men Ydc Grey Shirts
56224,Men,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey Pyjama Set
26153,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Striped Black Trousers
29927,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Police Men Grey Dial Chronograph Watch PL12880JS-02M
3731,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,CSK Mens Premium Jersey
7391,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men's Black Slip-On Formal Shoe
6243,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Men's Contrast Logo Olive Green T-shirt
47164,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Peter England Men Brown Belt
49238,Men,Accessories,Headwear,Caps,Black,Fall,2012.0,Casual,Arrow Men Black Cap
19548,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Solid Purple Sweatshirt
13072,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Numero Uno Men Black Casual Shoes
8923,Men,Accessories,Belts,Belts,White,Winter,2012.0,Casual,Puma Men White Belt
50315,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Formal,Park Avenue Men Red Tie
5600,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Reebok Men's Trail Mud Slinger Black Blue Shoe
15385,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013.0,Casual,Fila Men Hawai Blue Flip Flops
39973,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2014.0,Casual,Gas Men Brown Lear Shoes
41869,Men,Footwear,Sandal,Sandals,Yellow,Fall,2015.0,Casual,Estd. 1977 Men Yellow & Brown Sandals
11725,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Lee Men Printed Orange Tshirts
44715,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012.0,Casual,Lotto Men Navy Blue Flip Flops
5432,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Nike Men's Cruiser Run The City Blue T-shirt
20250,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Music Grey Tshirt
14065,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Men Stripes White Polo Tshirts
59298,Men,Apparel,Topwear,Shirts,Green,Fall,2012.0,Casual,U.S. Polo Assn. Men Striped Green Shirt
52670,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Morellato Men Silver Dial Watch
21382,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Manchester United Men Solid White Shorts
36335,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Playboy Men White and Red Socks
33647,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Lotto Men Ridge Black Sandals
41267,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Arrow Men Black Wallet
25722,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Wrangler Men Canvas Brown Belt
12392,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Formal,Reid & Taylor Men Solid  Navy Blue Socks
2617,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Mens Red Bleed Blue T-shirt
13240,Men,Apparel,Topwear,Jackets,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Jackets
7365,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Black Casual Shoe
16732,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011.0,Casual,Lotto Men Earth Brown Slipper
47190,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Brown Shoes
4184,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Rockport Men D2N Desert Boot Dark Brown Shoe
44371,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Classic Polo Men Purple T-shirt
41603,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Basics Men Black Shirt
11173,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Scullers Men Stripes Red Sweaters
25346,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Levis Men Black  Brief
24294,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Quiksilver Men High Navy Blue Socks
2273,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Mens Red Polo T-shirt
13624,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Red,Summer,2016.0,Casual,Hanes Men Knitted Red Shorts
42086,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Mars White Sports Shoes
31574,Men,Apparel,Topwear,Tshirts,Beige,Summer,2012.0,Casual,Mark Taylor Men Printed Beige T-shirt
8749,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Shirt Purple Shirts
50543,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Chromozome Men White Briefs
17284,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Fedral Blue Polo  Tshirt
43968,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,DKNY Men Red Delicious Men Spray Perfume
46426,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Timex Men White Dial Watch
22163,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,Timberland Men Navy Blue Casual Shoes
13416,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Men Check Pink Shirts
27623,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Scullers Men Beige Shorts
2041,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Sports,ADIDAS Mens Fire Grey T-shirt
16958,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Image Men Sunglasses
3193,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Tantra Men's Nerds Light Brown T-shirt
34234,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2013.0,Casual,Proline Men Navy Polo T-shirt
23283,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Ssteele Men White Watch
22351,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,John Players Men Check Green Shirt
16164,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Enroute Men Leather Brown Sandals
7533,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011.0,Sports,Nike Men's As T90 Black Short
36563,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Jack & Jones Men Polo Blue T-shirt
44143,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Boss Men Number One Perfume
11341,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Light Blue Chicago Fit Jeans
10293,Men,Footwear,Sandal,Sandals,Brown,Spring,2012.0,Casual,Clarks Men Unstructured Leather Brown Sandals
8586,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Shirt
18003,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Puma Men Training Polo Blue Tshirt
9454,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men White Check Shirt
17877,Men,Apparel,Innerwear,Innerwear Vests,Beige,Summer,2016.0,Casual,Levisi Men Comfort Style Beige Innerwear Vest
30669,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,Park Avenue Men Steel Sunglasses
16199,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Blue Polo T-Shirt
29744,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2783
24867,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Reid & Taylor Men Casual Black Belt
4179,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Rockport Men's Tyson Black Shoe
24269,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Quiksilver Men Grey Printed T-shirt
38636,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Blue Cricket Tee T-shirt
4945,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kaniel White Yellow Kidswear
31589,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Mark Taylor Men Printed Black T-shirt
49493,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Vans Men Green & Grey Era Shoes
23870,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,ADIDAS Men Black  Track Pant
48541,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Wrangler Men Brown Belt
9666,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Bling Blue Shirts
18231,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Manchester United Men Printed Navy Blue Tshirt
29576,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Vans Men Fontana White Shoes
17279,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Navy Blue Tshirt
47509,Men,Apparel,Innerwear,Briefs,Brown,Summer,2016.0,Casual,Facit Men Brown Brief
1853,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Inkfruit Mens Little Bit More T-shirt
14098,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Printed Blue Tshirts
15976,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Turtle Solid Men Purple Shirt
32768,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013.0,Casual,Music Men Printed Grey T-shirt
39380,Men,Apparel,Bottomwear,Jeans,White,Summer,2012.0,Casual,Peter England Men Blue Party Jeans
10438,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Midrise Blue Jeans
9202,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Puma Men Yacht L Red Casual Shoes
18655,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Fila Men Drop Needle Black Slippers
19787,Men,Apparel,Topwear,Tshirts,White,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid White Tshirt
3738,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Lotto Men's Kochi Tuskers Cotton Graphic White T-shirt
30803,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Shirt
7398,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes
18467,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Reebok Reegame Men Perfumes
9030,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2011.0,Casual,Buckaroo Men loma Brown Casual Shoes
7996,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Fila Men's Striper Pique Polo Purple Navy T-shirt
29320,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Sports,ADIDAS Men Green Jersey
12961,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,ADIDAS Men Casual Brown Sandals
15378,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Fila Men Coloda Grey Sports Shoes
33488,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Doodle Kids Boy Check Purple Shirt
59291,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Titan Edge Men Grey Dial Watch
20259,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Polo White T-shirt
15982,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Turtle Stripes Men Grey Shirt
14850,Men,Accessories,Wallets,Wallets,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Wallets
28808,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Denizen Men Striped Black Shirt
13249,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Brown Trousers
46877,Men,Accessories,Socks,Socks,Beige,Summer,2012.0,Casual,Lino Perros Men Pack of 2 Socks
28034,Men,Apparel,Innerwear,Briefs,Charcoal,Summer,2016.0,Casual,Jockey ELANCE Men Charcoal Grey Y Front Briefs 1006
47199,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Dark Brown Formal Shoes
27840,Men,Accessories,Belts,Belts,Red,Summer,2013.0,Casual,Bulchee Men Red Leather Belt
18493,Men,Footwear,Sandal,Sandals,Multi,Fall,2011.0,Casual,Puma Men Duncan Multi Slipper
8116,Men,Accessories,Watches,Watches,Navy Blue,Winter,2016.0,Casual,Fastrack Men Analog Steel Navy Blue Watch
7962,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Graphic Black Red T-shirt
19541,Men,Accessories,Gloves,Gloves,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Gloves
16509,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans
53599,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Sports,Q&Q Men Black Digital Watch
5609,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Spring,2013.0,Casual,ADIDAS Men Receptor Navy Sports Sandals
16951,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses
17883,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,2016.0,Casual,Levis Men Comfort Style Navy Blue Innerwear Vest
2048,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Men's Crew Black T-shirt
22358,Men,Apparel,Topwear,Shirts,Beige,Fall,2011.0,Casual,John Players Men Solid Beige Shirt
28662,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Lunar Flow Black Casual Shoes
50778,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,Clarks Men Navy Leather Sneakers
44976,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Attivo Men Black Dial Watch
11348,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017.0,Casual,Lee Men Navy Blue Powell Fit Jeans
41438,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Casual,Lee Cooper Men White Sports Shoes
52813,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,JAG Men Chocolate Brown Leather Wallet
44378,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,ADIDAS Men Dynamic Pulse Perfume
11946,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Ganuchi Men Casual Brown Sandals
5863,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,ADIDAS Men's Saltero Purple T-shirt
8740,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Navy Blue Shirt
23884,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men Hitech White Sports Shoes
9692,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Classic Polo Men Ikon Navy Blue Polo Tshirts
15347,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Special Edition 3 Star Cricket Fan Black Tshirts
14295,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Printed pack of 3 Tshirts
10635,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Carlton London Men Semi oxfords Black Casual Shoes
18458,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,David Beckham Instinct Men Deos
3535,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Saadhu Starter Kit Navy Blue T-shirt
17410,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Lotto Men Atlantica White Sports Shoe
12350,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Reid & Taylor Men Pink Striped Shirt
29911,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL12176JS02A
3707,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Men's Purple Black & Cream Stripe T-shirt
46080,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Sports Shoes
21340,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Pal Zileri Men Casual Copper Frame Sunglasses
4522,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Puma Men's Faas Grey Shoes
45605,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes
37225,Men,Accessories,Bags,Duffel Bag,Olive,Summer,2012.0,Casual,United Colors of Benetton Men Olive Duffle Bag
53760,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue and White T-shirt
15949,Men,Accessories,Ties,Ties,Black,Fall,2011.0,Formal,Turtle Men Check Black Ties
32757,Men,Footwear,Shoes,Casual Shoes,Multi,Fall,2012.0,Casual,Fila Men Glam II Multi Coloured Shoes
10407,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,United Colors of Benetton Men Solid Grey Shirts
33685,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Cobblerz Men Black Formal Shoes
42044,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Nike Men Wardour Chukka White Casual Shoes
9659,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts
16394,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Levis Men Check Blue  Shirts
50581,Men,Apparel,Innerwear,Briefs,Grey Melange,Winter,2016.0,Casual,Chromozome Men Grey Pack of 2 Briefs
17246,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Polo Tshirt
23073,Men,Apparel,Bottomwear,Trousers,Grey,Winter,2014.0,Formal,Arrow Men Grey Trousers
6611,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Spykar Men Stripes Navy Blue Shirt
5094,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Wrangler Men's Reverse Print Brown T-shirt
36793,Men,Accessories,Watches,Watches,Off White,Winter,2016.0,Casual,Maxima Attivo Men Off-White Dial Watch 24130LMGT
45261,Men,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Casio G-SHOCK Men Black Dial Analogue & Digital Watch G220
24256,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Numero Uno Men Green Casual Shoes
10063,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men spine tee Yellow Tshirts
38609,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Printed Blue T-shirt
32333,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,Q&Q Men Black Dial Watch
56676,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Chronograph Watch
25384,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Levis Men Blue Brief
24858,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Formal,Mark Taylor Men White Striped Shirt
37473,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Men Black Watch
4374,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Batman Men's Batman Big Face Black T-shirt
40521,Men,Accessories,Watches,Watches,Cream,Winter,2016.0,Casual,Titan Men Cream Dial Watch
42276,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Vans Men Navy Blue Michoacan Shoes
3151,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2010.0,Sports,Nike Men's Lunarswift Blue Shoe
26733,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017.0,Casual,Reebok Men Chennai Super Kings Deo
12506,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
51661,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Watch AM4368
6423,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Lotto Men's Bavarian Black Yellow Flip Flop
19328,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Casual,Myntra Men Maroon Sweatshirt
46410,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,ADIDAS Men Purple Printed T-shirt
16360,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Peter England Men Stripes Purple Shirt
50575,Men,Apparel,Innerwear,Trunk,Grey Melange,Summer,2016.0,Casual,Chromozome Men Grey Trunks
11979,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Fila Men Glam Black Casual Shoes
36767,Men,Accessories,Watches,Watches,Green,Winter,2016.0,Casual,Maxima Men Green Dial Watch
10097,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Men Reeflex Run White Sports Shoes
11145,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Purple Shirts
56682,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Chronograph Watch
25370,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Levis Men Black Innerwear Vest
